text,sentiment
kasih bintang medaftar nomor hp kepake nomor hp daftar kalo apk korupsi ya gin sistimnya eror,neutral
cepat layan mobilenya,positive
pas baru knpa ribet gin ya mao login susah,negative
aplikasi kampung aplikasi guna log in suruh auto debit masyarakat download aplikasi manfaat pusing buat apl niat mepermudah penguna lanjur mangdownload segara hapus bintang,neutral
masuk aplikasi ya dah bintang,neutral
mantap min tambahin fitur gacha biar milih senjata yg pas perang,positive
mudah akses bantu,positive
anggota keluarga muncul aplikasi ya trus klik daftar anggota keluarga daftar gak muncul aplikasi gak kartu elektronik bpjs nya masuk dlm kategori yg,neutral
ikut arah informatif,neutral
ubahtambah nomor hp muncul opsi metode verifikasi nomor hp tolong baik,positive
lot aplikasi,neutral
guna fitur daftar online faskes ya fitur pas faskes suruh nunggu konfirmasi kali kece daftar,neutral
bikin log outt kocaakkk,neutral
mudah korupsi,positive
layan nya muas,neutral
log out masuk pasword gak ganti pasword otp gak kirim sms pakai email daftar,neutral
aplikasi nya mudah mudah hubung sehat rumah sakit puskesmas periksa data data sehat,positive
ribet gajelas modernisasi kocak server turun bayar bayar layan gin,neutral
ga respect bngt kis bayi tbtb nonaktf benerin online ga,neutral
otp gk keluarcape gua,neutral
susah verifikasi nya aduh udh sms kode otp gk muncul muncul verifikasi wajah parah gagal terus udh x coba gagal dtg orang rs akun gk verifikasi apain aneh ama inti apk sampah,negative
apk gk otp gk kirim kirim gimana daftar,neutral
muas,neutral
bantu proses ubah paskes,neutral
ribet verifikasi gagal,negative
bantu bikin antri dll keren history layan catat,neutral
tlong baik mnta update,positive
mudah urus sehat,positive
aplikasi perintah mudah sulit,neutral
tolong sulit scan wajah ganti faskes sulit gagal,negative
gampang update gampang akses antri,neutral
bagus hrus login ulang nik udah bener password nya salah mulu ga heran ga bener ni aplikasi,positive
capca nya ga bsa buka jdi bikin kesel baik min jaring bgt tpi delay capca pas login ga login skrg,positive
aplikasi buruk masuk data suruh masuk captcha ferivikasi wajah sampe ulang x tetep gagal ferivikasi suruh ulang aja gagal,negative
ubah data susahnyaa ampun suruh coba tuwerusss sampe aplikasi kayak gin skrg jkn semuatp aplikasi kayak gin gimana efisien efektif tolong cpt baik,positive
coba ganti bpjs mandiri usaha ajar hidup mandiri,neutral
ponsel ku kode captcha nya muter nggak muncu,neutral
mudah praktis,positive
tolong aplikasi nya sulit pencet,negative
mantap bantu tangan sehat,positive
ok aplikasi,neutral
bagus lancar terimakasih,positive
aplikasi nya busuk bangett kali buka masukin nik password captcha lagi nomor captcha nya niat ngga sii aplikasi nya,neutral
aplikasi sampah ngirim verifikasi nohp nggak dapet sms,negative
daftar aja susah foto kunjung hasil ajar aplikasi ya ribet tuk daftar,negative
layan cepat sekaliterimakasih,positive
suruh masukin kode verivikasi gak kirim kirim udah ulang ulang gak ubah daftar nya kode otp gak masuk,neutral
bantu,neutral
baik tuh aplikasi eror mulu dah,positive
memuaskn,neutral
sulit ribet payahhh,negative
aplikasi mobile jkn bantu,neutral
terimakasih mobile jkn,neutral
terima kasih ubah paskes,neutral
bantu,neutral
sukses ya,neutral
daftar kuota nyaa udh full trs tulis adaa mna banget gabisa daftar kya gin tuh sulit banget,negative
aplikasi simple mudah operasi,positive
apk mbanking sehat,neutral
verifikasi nomer telepon sampe jam muncul kode,neutral
aplikasi bpjs sehat error dr kmrn dftr bpjs tp tdk,negative
data ngaco nama dn ayah tp nama ko nama orang,neutral
mudah bermanpaat keluarga,positive
ruwet daftar,neutral
moga bantu,neutral
layan nya muas,neutral
apk nih kode sms aja susah bikin apk bayar mahal mahal ujung ujung kecewain masyarakat dodol,negative
mudah digunakantks,positive
flexible mana,neutral
aplikasi,neutral
update login masuktombol masuk captcha isi captcha,neutral
aplikasi guna ga akses,neutral
otp gila lamanyabahkan itumalahan gak otp yg muncul sekalimana kirim ulang menit,neutral
respon,neutral
jelek error suka apak,negative
mohon d baik,positive
bagus skali,positive
aplikasi sampah yg bikin koruptor vertivikasi no hp aja kali coba gada kode vertivikasi masuk sinyal bagus nomor hp aktif pulsa login daftar anggota keluarga yg gabisa ketik no kk nya mudah tp sulit,neutral
ko susah masuk nya daftar autodebit,negative
masukin nik kali kali nggk login,neutral
joss mantab,neutral
buka apl nya tolong baik,positive
jaring loadingnya ampun,neutral
mudah guna aplikasi,positive
klo aplikasi kelola pemrth gk beres ya log in aja susah banget,negative
terima kasih apk jkn mobile praktis mantap,positive
app mudah,positive
manttaap,neutral
gak nggak masuk tulisane daftar jas gak mutu banget,neutral
sebenernya udah bagus apk nya cuman bug gimana gapaham daftar dapetnya sore mulu pdl jadwal praktik dokter pagi sore acara pagi hari praktik daftar skrg praktik aduhhh,positive
ubah data jd mudah,positive
bantu masyarakat,neutral
login aplikasi yah,neutral
mudah bantu,positive
aplikasi ga,neutral
alhamdulillah manfaat sehat keluarga,neutral
cek aja ribet banget,neutral
app mjkn riwayat layan anggota keluarga daftar aplikasi,neutral
memuaskannilai bintang,neutral
ribet lelet istruksi lengkap kelas bpjs aplikasi payah mending app mytelkomsel mbanking,negative
mudah,positive
udah ok skrg,neutral
nomor handphone reset aplikasi udah udah aktif nomor ilangin nomor yg daftar aplikasi muncul nomor aplikasi yg kali daftar,neutral
aplikasi susah masuk salah nik salah sandi salah capcah dll,negative
mudah obat,positive
updatenya cepat muas,positive
tolong kode otp gk masukmasuk log out jaring lancar aman terimakasih,neutral
bikin aplikasi jkn klo verifikasi susah masukin nmor tlvn kode otp nya ga kirim pesan,negative
susah ganti faskes tahun,negative
sangat bantu mudah,positive
top bgt,neutral
habis update login praktis guna lansia awam ponsel android,neutral
aplikasi masalahny d verifikasi orang udah keluh kesah d tangan aplikasi tolong verifikasi wa email,neutral
sippp,neutral
akses mudah dlm ubah data daftar kalo ubah faskes brp laku nunggu bln laku,positive
sesuai yg harap,neutral
kirain doang dapet notif otp lupa sandi aplikasi masalah mohon baik,neutral
okee,neutral
tetiba mobile jkn diclick layar hitam pdhl berulangkali sy uninstal restart hp instal ulang apk nya tp kondisi pdhl sy ambil antri online tgl juli apk mobile jkn diupdate tgl juli sy telp mlh sy untk pakai hp instal apk mobile jkn nya sy hrs beli hp pinjam hp tetangga,neutral
ribet bgt obat buka aplikasi jkn atur ribet,neutral
ribet susah kalo urgent buru buru lambat daftar apk nya loading sinyal mbps ganggu captcha nya g munculotp nya ga verifikasi muka sulit sistem eror mulu suruh coba daftar sulit ramah guna cust service respon gimana udah wajib online g siap server down,negative
mudah layan faskes,positive
nunggu otp ga dateng pulsa sinyal bagus kuota kelas apl nasional kaya gin,positive
assalammualaikum wr wb bissmillah,neutral
tombol masuk login gak klik password,neutral
bagussss,neutral
syukur bentuk administrasi mudah rubah faskes deteksi foto wajah foto ktp foto pegang ktp alhasil tunda karna ribet coba proses mudah verifikasi pin pindah faskes langsung hasil keluarga terimakasih bpjs sehat,positive
bener ajah cuman masukkin email ajah ribet banget kode otp nya gak muncul udah masukkin pin tetep salah pas lupa pin suruh masukkin kode otp kode nya gak udah kali coba kirim ulang tetep ajah ayo baik pakai apk tuh loh,positive
kirim kode verifikasi sms aja bgt ngulang layar kunci,neutral
kode otp masuk sms udah verifikasi terus,neutral
ang gak aplikasi simpan nik sandi alas aman hp fitur kunci aplikasi aman menghapal sandi aplikasi,neutral
biometriknya betmasalah,neutral
terimakasih sdh layan,neutral
jkn bantu antri online,neutral
aplikasi yg manfaat dn canggih,neutral
dapet rujuk bedah mulut rujuk ya tp rujuk habis kuota full ganti rs full kesel sih sulit,negative
repot ambil antri rumah,negative
papan nama ko ko kiri puskesmas ranji usaha ko ko layan publik kalo jalan tugastak ko program prb aneh pasien ko suruh tebus resep apotik sanafarma prb faskes kobuat prb apotik sanafarma langsung prb dr sok dokter spesialis,negative
masuk ya min menu info riwayat layan sedia keluarga aplikasi keluarga,neutral
lupa pasword pas lihat kode otp email daftar masukin nik,neutral
cepet mudah,positive
nyuruh daftar udah bekal kali ganti nomor tetep ga kode verifikasi yg masuk,neutral
kelas negara nkri aplikasi macet inimalu,neutral
aplikasi gaji sih captcha habis update login,neutral
eror mulu,neutral
muda bagus layan,positive
,neutral
mantapnyoooo,neutral
mudah cepat,positive
sehat berkat jkn kis pbi,neutral
bantu orang cakepp mudah orang sakit terimakasih,positive
aplikasi jkn mobile bagus bantu masyarakat sayang customer care wa pandawa merespon perihal ubah data serta,positive
alhamdulillah amanah ya mobile jkn bpjs,neutral
mantap menbantu,positive
sih aplikasi buat perintah gin payah bangetbukanya ngebantu bikin ribetjadwal faskes aja kosong mulu,negative
bantu bngetsangat mudah dftarnya,positive
bikin mudah,positive
gimana lupa daftar ulang karna q udh perna daftar hpnya curi orang daftar ulang g,neutral
membantuproses registrasi mudah,positive
ramah,neutral
butut banget aplikasi gabisa pake buru kode verifikasi bangett masuk gak masuk nyampe habis,neutral
sampah update login ulang,negative
no hp inggrithiany ganti dg yg krn nomor pakai org nyata nomor inggrithiany,neutral
puas,positive
apk gk kendala verifikasi otp gk,neutral
udah jam kode verifikasi lupa sandi ttp gk kasih kode kalo gk adakan,neutral
mudah informatif,positive
mantappppppppp,neutral
tolong isi code captcha pas daftar gk loading gak muncul angka nya gimana daftar,neutral
ganggu ga akses aplikasi tbtb banget pas masuk lg gabisa jadwal kontrol,neutral
aplikasi bantu yg kesel sih buka aplikasi daftar kontrol buka tulis apa hilang gimana baik,positive
mudah obat,positive
goodd,neutral
aplikasi apaa an busuk obat aja sulit negara udah sakit rakyat sakit sulit,negative
kode otp sms ga muncul udah ulang,neutral
aplikasi gak guna faskes suruh baru data gimana login aja kaga bayar izin aplikasi banget,neutral
susah ambil antre antre pol gigi penuh pas faskes nya sedia antre nya jkn mobile jkn susah bgt ambil siang sore malam malam aja susah layan proses aneh mudah asli bikin ribet,negative
tolong aplikasi ganggu jaring loding kasi klo obat cepet kendala,neutral
ga masuk,neutral
respon untk daftar lambat kode otp nggak msuk msuk aplikasi sulit org untk obat bkn mudah atw lancar sngt d sygkan,negative
ubah no telp jaring bagus opsi muncul tolong baik cepat,positive
aplikasi jalan lambat buka data serta kacau tunggak status serta non aktif premi,negative
ulang verifikasi nomor x nomor daftar,neutral
nunggu kode otp banget jam verifikasi ulang gak gak kirim x nggak app mudah sulit,neutral
bagus,positive
aplikasi sulit guna periksa aja log out kode verifikasi minta gagal sinyal wifi gw kuat tara downoald gta,negative
hp normal gk root service apk gak buka,neutral
blok udah coba booking nggak alesan server eror emang ampas apl buat perintah indo tolol bgt heran gw,neutral
memudahkangood,neutral
mudahmudahan keluh kesah pasien serta bpjs kis perhati tindak adu serta moga depan terima kasih mobil jkn,neutral
aplikasi istimewa sehat sakitmembantu,neutral
server gajelas,neutral
aplikasi jalan,neutral
okeh bantu,neutral
great,neutral
fiturnya lengkap mudah paham,positive
aplikasi ga batas sesi login habis tulis login device urgent,neutral
aman tibatiba reservasi kontrol rumah sakit keluar mobile jkn nya kali masuk gak jelas nik nya salah nik sesuai ktp,neutral
mobile jkn bantu proses obat keluarga,neutral
aplikasi cepat,positive
otp sms masuk masuk ya banget,neutral
ngebug mulu pas verivikasi no hp,neutral
oklah,neutral
terimakasih bpjs jamin keluarga moga hidup bahagia rahayu,neutral
hp pulsa tp gabisa karna nomor udah pake nomor gabisa kalo daftarin ortu yg gaada hp gmn minimal kasih opsi kirim kode whatsapp sms,neutral
bagus layan ya,positive
kmrin nunggu kode otp gk masuk mending hapus aja nih aplikasi gak,neutral
capctha muncul direfresh instal ulang mas muncul muter solusi cek in cek up,positive
mantaf mudah,positive
layan lbh cepat,positive
aplikasi guna daftar antri aja masalah cs jugak gak guna lapor gak guna pokok nih aplikasi gak guna bug,negative
aplikasi msh buruk liat postingan publik dsini yg cm bilang hp yg salah meleset dasar mesin aplikasi,negative
mudah lot,positive
tolong kode otp verifikasi nggak muncul email sms tolong baik,positive
aplikasi trouble daftar silah coba g njiiirrr,neutral
isi nomer hp menu ubah data aja gk,neutral
mudah guna bpjs faskes,positive
aplikasi bikin perintah emang gak yg bener tiba logout sandi salah pdhl sandi no tlpn daftar pdhl pake no email gak daftar pdhl email,neutral
ganti faskes gak biometrik gak baca hp support koneksi bagus,positive
coba daftar login pakai wifi kantor yg ngebut nauzubillah min zalik bilang koneksi internet buruk isi komentar hujat bikin aplikasi paksa hasil parah,negative
masalah kait ambil antri sulit,negative
aplikasi bantu terima kasih,neutral
menu adu layan jkn sulit,negative
aplikasi milik perintah emang gapernah bener saat aplikasi udah nge gratisin otp pulsa kocak emang situ m banking,neutral
ka knph ko akun blm verifikasi,neutral
bantu terima kasih,neutral
akun hilang suruh verivikasi buka mudah sulit,neutral
tdk rubah faskes,neutral
aplikasi sulit masyarakat verifikasi susaaaaah kode tdk masuk knp sihbad aplikasi jelek spt utk program bpjs klo tdk tingkat aplikasi nya kt urus manual sok modern aplikasi nya jelek bgini,negative
mudah,positive
login mesti login aja kecuali kalo udah log out login gak log out buka login aja kaya ikd,neutral
mwmbantucuma pas update susah banget ngabisin ruang simpan smpek akhirx bxak aplikasi hapus tp ttep gc bsa keinstal,negative
pekqyanan lancar,neutral
susah banget,negative
aplikasi jkn jd susah tuk daftar dokter atw klinik eror gin jkn tolong baik,neutral
jkn bantu guna hidup sehat orang,neutral
,neutral
aplikasi mudah,positive
ribet ganti pin mikir ga gimana orang tua make pin aja kadang lupa bikin ribet suruh ganti pin udah tau aplikasi kalo orang sakit bikin sakit kepala login ulang cuman gara gara ganti pin,neutral
ribet,neutral
pikir pikir kaya orang bodoh liatin kamera suruh tengok kiri tengok kanan senyum senyum gagal pas udah hasil kirim otp gada masuk sms ga niat bikin aplikasi sulit orang,negative
goooooooooood,neutral
aplikasi nya bug masuk nomor verifikasi kode verifikasi nya muncul sms aplikasi ga tolong baik,positive
elor mulu taaai,neutral
susah registrasi verifikasi data aja susah ampunbangun wooypemerintah sbnrnya mw nyusahin rakyat mw mudah cgak bicara nya manis fakta lapangna pahit bro apk gak sulit,negative
aplikasa,neutral
aplikasi mudah akses layan informasi adminstrasi salah contoh pindah faskes rujuk online,positive
mudah urus adm,positive
ya info bayar hilang tolong baik bayar,positive
apk buruk daftar ngirim otp aja ga kirim kirim,negative
gajelas bngt dah otp kaga muncul,neutral
goooooood,neutral
bikin ribet doang,neutral
hey nm lasmawatiaplikasi membantusaya ganti tgl lahir bpjs alhamdulilah trus bpjs jg rumah sakit alhamdulilah jkn ga ribet ngantri kantor cmn nunggu menitsuruh print trus cetak beres salam sukses jkn,neutral
apk jahanam,neutral
apk si banget eror bikin susah,negative
pecat team it nya kode otp susah gua yg it nya bangke,negative
mudah bantu,positive
skr sdh surat rujuk tp tdk bs daftar,neutral
udah akun pasu nik password pas login salah susah aplikasi pake login,negative
aplikasi tiba log out tpi log in pasword nyata salah pdhal ulang lgi ganti pasword jadi daftar online difaskes jam kunjung tpi gak batal otomatis gak batal gak rujuk difaskes lanjut krn batal daftar online dri faskes buruk apk nya hambat orang utk obat antri dri subuh gilir priksa sistem error nunggu lgi,negative
buruk aplikasi buruk,negative
akurat cepat,positive
apk nyusahin log out habis login gabisa captcha bgt muncul biadab,neutral
terima kasih ubah data online,neutral
mudah mudah ubah data,positive
susah kali daftar online pilih dokter muncul kontrol tgl blm,negative
aplikasi gak hapus aj gk ad,neutral
verifikasi otp via sms ga kirim ulang bolak upgrade aplikasi,neutral
ribet guna bingung,neutral
mantap mudah urus digital,positive
bikin kesal aplikasi bingung coba baik biar pakai,positive
moga layan mudah baik wni hak nya,positive
aplikasi diupdate lot,neutral
bingung tp alhamdulillah mudah,positive
sesi login kalo udah ga buka minggu malas banget login ulang,neutral
kasi rating nya aplikasi sedia metode bayar qris baik metode bayar pakai qris ubah praktis bayar iur pilih bayar pakai qris tolong masuk realisasi ya,positive
verifikasi nomer hp ga udah kirim ulang sampe x gabisa,neutral
puas dgn mobile jkn smoga depan,positive
smart,neutral
habis update tidakk login no ktp sesuai,neutral
mt,neutral
makasih bantu,neutral
kecewa ambil antri ehh jadwal kontrol gak mjkn nya komplen rs rs ss ken lihat aplikasi mjkn nya gak mengijinkan screenshot rs nyalhin hp yg bagus suka login susah verifikasi nya trus pakek email blm daftar mah udah daftarin nya tolong baik gak nyaman klo kyk gin,positive
bpjs mantap,positive
tolong bantu daftar gagal biometrik,negative
good mudah ubah ribet,positive
terimakasih mobil jkn manfaat masyarakat butuh,neutral
aplikasi opo iki otp gak masuk masuk,neutral
data seluler udah nyala dipake internetan lancar nih review aplikasi suruh ngecek koneksi mulu dah mls,neutral
respon y bagus terimakasih admin,positive
aplikasi sampah rubah askses sehat udah,negative
aplikasi bantu rakyat baik sistem aplikasi pulsa verifikasi otp solusi bantu masyarakat aplikasi bobrok kocak,positive
bagus pake dana,positive
kendala sistem nya,neutral
trimakasih bantu,neutral
aplikasi sih udh daptar gilir antri online kode otp sms beda no yg didaptarkan,neutral
bagus bantu,positive
mudah manfaat,positive
knp tambah serta nggak y,neutral
layan ramah,neutral
mobile jkn bantu antri faskes alhamdulillah pindah faskes dgn mudah,positive
mantao,neutral
ngisi ulang data ngisi salah bikin gak nyaman,positive
captcha yg baca belok belok kayak ular,neutral
aplikasi ringan smartphone ram gb,neutral
bagus banget simpel,positive
update susah masuk muter gak selesai selesai jaring bagus,neutral
aplikasi lot obat aja susah masukin captha aja nunggu nya jaring bagus kuota tpi mas lot,neutral
bantu karna mudah aplikasi,positive
nya nyuruh daftar online jkn apaa kalo gaa daftar transaksi blm proses pas coba bilang nomer antri x tanggal pol yg lahh kitaa aja blm daftar nomer antri gmnaaa perdana pake bpjs syulitt,neutral
helpful,neutral
kena kanada verifikasi no hp udah jam coba engk masuk kode otp nyapadahal no hp nya udah ginigimana solusi,positive
insyaallah very helpfull,neutral
ga screenshot,neutral
jkn logout capcha gak sinyal kuat,neutral
okd,neutral
gak buka daftar kontrol,neutral
bantu mudah akses,positive
gk bs login lg dftar nik bikin bijak utk dftar pol pke mjkn tp gk tw masyarakat qt kbyakan gaptek sya mncoba bantu dftar jdnya sya gk bs msuk lg krna hp sya blokir gmna balikin hp sya biar bs login lg hpus data tnya kantor bpjs mreka gk ngerti mlah nyalahin developer gaji mahal gk gilir klaim sakit duit dkit,neutral
gak masuk payah lupa sandi udah konfir lewan sms tpi kode otp gak kirim,negative
aplikasi bantu sayang nya oknum rumahsakit jakarta tangerang tolak layan bpjs daerah pantau batas akses sehat obat,neutral
memprihatikan login aja gabisa ya allah,neutral
layan cepat bbjs kota malang,positive
ganggu keburu mati login,neutral
karna susah scan wajah gagal trus pakai pin gampang,negative
log out gak log out log in susah,negative
daftar antre faskes abu abu daftar faskes,neutral
berifikasi gagalteruss,neutral
layan bpjs sehat cepat,positive
susah daftar nya susah biat verifikasi wajah nya gak baca padhal buru buru karna pake eh malh susah daftar nya,negative
mudah prosedur obat,positive
bagus bantu ambil nomor antri,positive
yah yah uah terupdate data ku uhu bsrrrakallah uhu,neutral
habis update susah masuk aplikasi sampah org susah,negative
mantap jkn,positive
lot muter capcha salah mulu,neutral
apk mobile jkn gimana sih registrasi akun aja ga hubung internet jaring stabil pas registrasi akun apk nyuruh hubung internet kode otp kirim sms wa saran sih trouble kayak gin baik user nyaman simple apk,positive
aplikasi jkn hp ku layar hitam coba bolak unistal tetep,neutral
bagusssss aplikasi mudah,positive
aplikasi gk gk terima kode otp udh brp kali nyoba ttp gk verifikasi wajah gagal pdhal udh sesuai ketentuanmending hapus aja aplikasi,negative
aplikasi burukbanyak bug eror kondisi wifi bagus lancarmohon baik fitur scan wajah coba kali terang wajah buruk anggap manusia fiturnya,positive
bapuk emang aplikasi eror utk ambil antri utk orang sakit loh minggu update mulu tp ga,neutral
sumpah obat ajah bikin susahudah nyoba daftr hr tp g prnh dapet kode otp n tnp kode otp g bs daftr,neutral
banyak error gk,negative
lupa password ga verifikasi sms email jaring bagus no hp pulsa email jg cuman ga,positive
sinyal bagus gilir buka rujuk terang periksa jaring oake wifi data aja aplikasi perintah bgt masalah,neutral
update sih update aplikasi logout akun pas masuk akun password salah coba verifikasi ganti pasword email daftar sms gak masuk kode otp nya koplok,neutral
bpjs bagus,positive
ok mantaf mobile jknsangat bantu,neutral
aplikasi fungsi kode otp hasil kirim nomor hp via sms calon guna baik maintenance aplikasi susah guna registrasi akun,neutral
buka aplikasi minggu aplikasi buka layar hitam butuh suami bolakbalik rs,neutral
kali kontrol benah jkn rs nya usa pakai jkn daftar h rs,neutral
ribeet,neutral
android versi,neutral
balas urus administrasi proses tingkat layan lengkap layan serta sahabat jkn coba layan mobile jkn care center,neutral
susah masuk daftar sulit,negative
ribet dah daftar hrs verifikasi wajah,neutral
minggu daftar anak utk ambil antre pol gigi udh daftar dri malam ttp aja yg jadwal penuh silah daftar jadwal pdhl jadwal jadwal dokter antri trus daftar besok gabisa luar jam operasional gimana sih cuman pentingin pasien pasien aja ya harap baik sistem apk cepat,positive
daftar penuh kuota daftar pas pagi langsung penuh daftar pas malem gabisa jam ga gilir daftar jam pas penuh,neutral
tolong obat mudah apalgi klo skit kambuh lgsg ditindaklanjuti mentang pkk bpjs laku pasien org sakit igd rsu ktnya gk bsa hrs faskes dlu sblmnya org faskes blg klo darurat pergi rs dekat klian jabat jan main kerja buruk gitu layan bpjs gkkjelaskpuskesmas hasil nihil puskes jwbnnya obat kosong dokter gak npain jam hasil bikin pasien cepat mati gituin,positive
pasien daftar nomor antri ga layan buruk alas daftar bareng simpel banget alesannya ya fatal dampak ga rating sih,negative
ubah no hp susahhhhhhhh bangetmasa ingat pilih metode verifikasi bawah tp gk tombolcuma tulis aja,neutral
singkat daftar,neutral
tolong mohon baik verifikasi gak hasil,positive
sebal logout pas login ga pas butuh masuk ga bikin akun bilang udh daftar tp login in gak masuk kocak hambat yg butuh org buka jkn ya emg pas butuh ya daftar kontrol urus bpjs dll urusna urgent tp appsnya gak dukung,neutral
bpjs buruk susah klu rskeluar,negative
aplikasi sampah tolol sma buat staf daftar verifikasi wajah aja gagal cahaya sempurna udah ikut tunjuk aja gagal,negative
ubah pindah faskes mudah balik telapak tangan mantap tahan layan nya,positive
yauda ganti ulas tolong baik apk tuju mudah susah oke,positive
aplikasi sampah update verifikasi data no hp yg daftar sistem mobil jkn nomor yg perna sya bangke aplikasnya habis update slalu sandi email no hp bum sya yg sistem direset ga janjok aplikasi,negative
sukses bpjs bantu masyarakat,neutral
lelet,negative
daftar autodebet susah kali kirim otp via sms pindah wa,negative
aplikasi aja error udah update alami error kode otp login email batal antri rumah sakit kecewa sih,negative
cepat muas,positive
ok,neutral
tingkat layan mudah jaring layan sehat,positive
otp ngga masuk,neutral
keren,neutral
update mulu tpi ga perbaikansaat daftar online errorhadewsangat rugi,neutral
ribetgampang penggunaannyasangat cocok manula,neutral
manfaat banget apk jkn,neutral
layan aplikasi mobile muas,neutral
pindah fase,neutral
login gak bisaa udah coba hp tulis loginnya gak klik,neutral
buka daftar layan stuck loading screen faskes wajib daftar antri online layan obat,neutral
apa tiba akun verifikasi nya pake pulsa,neutral
daftar akun verifikasi wajah hasil si aplikasi,neutral
aplikasi susah login capthca salah madukin kode capthca ulang ulang kali salah aplikasi sengaja bikin susah login,negative
ga login wajib pakai pulsa kode otp nya,neutral
huruf gk utk tulis kurang,negative
aplikasi jkn tampil fitur kamera kembali hapus download,neutral
susah akses,negative
sangan muas,neutral
lelet banget sih,negative
kecewa layan tugas kantor bjps kab nganjuk crtanya gin daftar bpjs krn karyawan th bayar ga nunggak kerja tgl agustus bjps terang aktif agustus konfirmasi kntor bpjs bln sept lahir aktif bjps nya tugas langsung aktif trnyta tgl sept aktif lg nunggu kerja tolol bgt,negative
aplikasi baru gak pol jantung yg kemarin update mas pol jantung gak,neutral
oke keren,positive
apk bikin ribet tolong baik sitem nya,positive
guna mudah,positive
error mulu bangk,negative
aplikasi ribet bgt verifikasi muka udah puluh kali gagal muka kedetek langsung verif gagal udah ikut pandu aja gagal kondisi urgent ribet aplikasi aplikasi ga sesuai zaman,negative
terimakasih merespon keluh apk nya normal sukses developer nya staf tugas terimakasih,neutral
alhamdulillah bpjs pensiun ngebantu terimakasih bpjs sehatsehat aamiin,neutral
bikin ribet orang sakit,neutral
bagus dn guna orng,positive
sorry bgt jni mahh kali masukin nomor hp salah trs udh bener,neutral
engga buka min,neutral
screenshot mudah yg kuota,positive
manfaat login mudah mudah slanjutnya guna utk orang,positive
lot buka aplikasi moga benah,neutral
oke mudah mantap,positive
tema antri online bagusnamun sayang meni krja d rantau anak istri kampungwajib dftar online via apk sang ayah dgn mode bawa hp kerja,neutral
isi nomer hp verifikasi pilih verifikasi nya gak muncul aplikasi d suruh ambil antri aplikasi aplikasi nya aja kayak sampah gin,negative
udah scan wajah ga hasil udah pake kamerah hdcahaya terang,neutral
sungguh aplikasi mudah urus,positive
like,neutral
verifikasi lamaaaaaa bangeeetttttttt,neutral
baik,positive
aplikasi gak daftar online registrasi aplikasi error budget miliar woyyyy kerja bener duit masyarakat,negative
halo staff mobile jkn serta jkn sehat salah minor aplikasi mobile jkn tombol menu sos tren sakit daerah milik ikon mohon baik ya fatal guna panggil sos celaka kondisi medis darurat dsb guna arah tabel tren sakit daerah ironis lucu moga,positive
puas terima kasih,positive
cepat kirim kode verifikasi,positive
aplikasi yg nyusahin,neutral
okmantap,neutral
update apk eror,neutral
bantu apa lancar,neutral
kode verifikasi ga mulu no hp no nya kartu nya ga udh ganti no kali kali yg adek ortu ga ah no verifikasi nya email tuh no ga gimana registrasi gin aja lot aplikasi nya layan pke aplikasi becus sistem apk nya bkin lelet masyarakat,negative
mudah cepat makasih,positive
nggak bikin ribet sat set josh,neutral
bantu guna,neutral
mudah utk daftar online,positive
kesini buruk aplikasi kalo paksa pake aplikasi udah logout pas login nggak nomer hape nik paswordchapcha bener napa sih perintah ngasih layan buka bikin mudah masyarakat bikin susah masyarakat obat sulit,negative
apk yg muas,neutral
gak yg apk mulu susah masuk,negative
login susah bgt nik salah capca salah udah sesuai,negative
aplikasi nya gabisa screenshoot ya konfirmasi rs susah,negative
apk ga niat bolak,neutral
aplikasi rekomended parah kode otp kya waris susah ampun,negative
data updatepenambahan serta diupdatnya,neutral
g,neutral
menu fitur bagus fitur kartu bpjs digital harap depan fitur cetak kartu bpjs fisik kantor cabang dekat harap kena biaya kirim ekspedisi sukses jkn,positive
aplikasi pea logout gilir masuk susah banget,negative
moga,neutral
capta ga keluarufah hapus download oake ho jugabikin lamaaaa,neutral
alhamdulillah mobil jkn bantu urus sehat,neutral
god job,neutral
terima kasih kerjasamanya,neutral
mohon maaf tidak nyaman nya yah nyaman log out sendiriketika log in salah update baru gak screenshottujuan screenshot nunjukin klinik daftar antri anggota keluarga sakitkarena aplikasi hp,positive
bantu manfaat,neutral
boking control pake aplikasi nya mudah mah sulit ganggu apk g,neutral
tingkat layan sehat fasilitas publik,neutral
maaf kantor bpjs serta bpjs bpi yg lahir karna mobile jkn balas tolong arah,neutral
alhamdulillah bantu,neutral
efektif,neutral
update riwayat layan ya pagi sampe siang update faskesnya lelet pengupdate an sistem jkn nya masalah tolong baik,negative
kesini gak masuk pake autodebit gilir daftarin gak hasil app sulit gak,negative
bantu good job,neutral
bagus bantu,positive
membantutp tolong layan tingkat,neutral
aplikasi aneh tiba logout skrg daftar online aplikasi butut daftar tiba logout ga ngelag aplikasi lemootttttttt,negative
ngebantu good,neutral
tingkat aplikasiagar sedia kolam komplain nilai puas puas proses pelayanandi obat,positive
aplikasi layan kendala verifikasi akun,neutral
nanya jkn login hp,neutral
alhamdulillah mudah,positive
simplebikin ribet ajarespon lamaaaplikasi guna,neutral
hebat moga maju,positive
ko verivikasi no telpon,neutral
mudah ujung jg aplikasintidak memeprmudah awat,positive
yes mantap,positive
moga layan bagus ringkas,positive
mantap gampang operasi,positive
daftar antri,neutral
bagus mantap,positive
