Review Text,sentimen,Rating
mantap mudah nya aplkasi,positive,5
developer coba isi skrining sehat pisah aja pas ambil antri ngisi skrining min ga orang hp bagus kadang pas isi skrining sehat ga muncul hp ditungguin jam ga muncul kalo obat gabisa ambil antriansemoga erti makasih,neutral,4
msntul,neutral,5
aplikasi payah verivikasi sms gk,negative,1
bantu kota mudah,positive,5
mudah layan kesehatansukses trus bpjs,positive,5
daftar antri pakai wifi gak pakai pulsa pakai wifi bilang offline lawak emang apk,negative,1
bagus bantu,positive,5
aplikasi mahal susah log nya banget sendar,negative,1
moga sehat,positive,5
jam masuk aplikasi gagal aplikasi bantu bikin pusing,negative,1
ubah data nya cepet bgt,positive,5
aplikasi jkn daftar antri faskes macet gak terlayanirepot periksa besuk pagi,negative,1
mudah efektif,positive,5
aplikasi ini daftar sulit capcha noh baik biar nongol emosi dibuatnyaaa orang obat kendala woi baik tu aplikasi bilang jaring yaa awas aja lu udh nyoba make wifi daata aja hasilnyaa buru perbaaiki sekaranggg,negative,1
lot banget pake data lot pake wifi lot apk kenceng normal normal aja ganggu internet nya apk nya,negative,1
aplikasi rusakkk suruh ngirim kode verifikasi masuk pakek no tlfn kode gak muncul,negative,1
mantap online,positive,5
suruh login ulang pas login password nyaa salah password nyaa kaya sebelunyaa,negative,1
,neutral,3
masalah alami orangorang verifikasi akun kasih pilih aneh ga email udah daftar bilang daftar nomor hp bilang daftar gabisa akses ga pilih ganti nomor verifikasi wajah udah terang udah sesuai intruksi tetep aja gabisa gausah pake kalo proses aja sulit bikin orang derita aja kalo transformasi pasti mudah akses,negative,1
aktif kmna,neutral,5
anggota prolanis riwat sehat jd pantau atus giat positip yg anggota prolanis klu obat mudah layan dgn,positive,5
tolong min otp nya ga masuk masuk daftar ga,neutral,3
tingkat,positive,5
ok moga manfaat,positive,5
aplikasi nih login ulang lupa password nya udah sekian kali login ulang gak bikin aplikasi bikin aplikasi bikin susah orang aja bpjs pakai aplikasi kayak gak mutu bintang kasih bintang,negative,1
tibatiba pasword tdk simpan otomatis,negative,1
verifikasi wajah gagal parah,negative,2
habis update logout puas,positive,1
daftar suruh verifikasi wajah berkalikali coba gak ikut perintah nya,negative,1
ribet ya pake aplikasi perintah,negative,1
buka nunggu sms kode verifikasi kirim tolong baik,negative,1
susah ganti faskes yg pindah bayi trus face recognition d suruh senyum nengok kanan kiri yakalii gampaaaang aplikasi tuh tuju mudah ribet banget benerin,positive,2
nya verifikasi g,neutral,2
nggak daftar sistem error ya,negative,1
aplikasi cacatenyisahin org aja,negative,1
mudah guna bpjs faskes,positive,5
ya riwayat layan screenshot usaha kerja butuh bukti screenshot riwayatdiagnosa aplikasi,negative,3
jd mudah,positive,5
bagus aplikasi,positive,5
bagis,positive,5
mantap jiwa,positive,5
erorrr mulu aplikasi ahh,negative,1
bagus banget worth it,positive,5
mantappp tingkat layan,positive,5
terima kasih proses cepat mudah,positive,5
nih aplikasi lot banget sih offline,negative,1
gak aplikasi udh masukin nomor telepon kode otpnya gak muncul gimana sih,negative,1
gimanatiba status pbi sya aktif bener tanggung tanggung koplak nih kemensos,positive,1
aplikasi gercep,positive,5
antri online batal sengaja ambil antri rujuk keluar pemberitahuan batal ambil nomor antri ulang tulis salah proses simpan salah get bpjs pol yg error aplikasi sinyal ga emosi puasa,negative,3
update baru masuk parah nih jkn mobile salah nik terusgimana nih obat jalan,negative,1
mayaran we unggal ek pake hese kabuka buka acan,neutral,1
ribet daftr online gw bayar skrg disurh daftr online,negative,1
foto koh salah gimana sih,negative,1
nyaman bantu,positive,5
nyusahin bayar gak log out log out gilir log in nik sandi dah bener salah bikin sandi ulang sampe botak nih gak kaya bot ajah,negative,1
hidup moga sehat,positive,5
aplikasi baik jalan terima kasih,positive,5
force close developing aplikasi gimana sih,negative,1
bantu terima kasih,positive,5
update versi kali hilang menu auto debit dasboar terkonek bankewallet asa gimana ya,neutral,2
suka akun hilang,neutral,3
verifikasi wajah terangtidak pakai tutup mukasudah senyumsudah berkedipdll tidak,neutral,1
parah masuk sandi ga rubah salah aneh otp sms email salah email parah,negative,1
bantu keluarga terimakasih,positive,5
hallo mjkn knp sy buka aplikasi g hny layar hitam pd jaring bagus sdh refresh ulang kali kali yg nampak layar hitam tolong gmn,negative,1
coba masuk ulang kali nggak kode otp nggak masuk nomor nomor terdaftarnggak capek olaraga coba login aja mobile jkn uras tenaga otak emosi,negative,1
mantavv,neutral,5
aplikasi loq out,neutral,1
daftar obat suka batal layan nya jelek layan suka tolak antre daftar serta,negative,1
gmn si ni aplikasi awalawal lokasi tempattempat periksa daerah jakarta pusat pdhl blm milih tempat daerah pas milih notif mohon maaf fasilitas sehat pilih sedia kocak dki loh jakarta pusat doang periksa abis gk buka lg blm milih faskes dmn tolong la benerin it support jkn edit gw dah coba pake re install ulang aplikasi dah restart hp tetep aja,negative,5
karna susah scan wajah gagal trus pakai pin gampang,negative,5
bagus bantu urus sehat,positive,5
aplikasi sampah susah masukjangan donload,negative,1
nilai alamat ubah,positive,3
gabisa login captha nya gamau,negative,1
bantu,positive,5
pindah status daftar bpjs mandiri via aplikasi verifikasi otp kali hari coba gak otp masuk via sms kualitas aplikasi milik perintah,negative,1
bikin aplikasi mending gak deh aplikasi error log in log out kali gilir log in aja susah ampun tolong lahhh berbenaahhhhh,negative,1
ga screenshot komunikasi hrd dll,neutral,1
apk sampah gaguna,negative,1
bener susah masuk kode verivikasi nya lamaaa banget diulangulang sampe kali gak kirim tu kode,negative,1
device gak masuk aplikasi repot,negative,1
verifikasi wajah gak jgn sok verifikasi wajah,neutral,1
aplikasi bener mudah sulit kode otp gak d kirim gimana maju indonesia,negative,1
rujuk hilang,neutral,1
sebenerny si sm aplikasi tuhh udh akun masuk g salah nomer nik mulu bner gilir daftar jd serta g bs krn udh k daftar mau gmn tau y ampunnnn,negative,1
hai bayar gratis knp klu login ssh alas no nik salah sandi chaca tolong baik kerja jgn makan gaji buta doang kau kr nik ktp bs ubah rubah udah layan g rujuk kali g sembuh sembuh klu g makan gaji haram mundur turun g iklas klu kerja asal,negative,1
aplikasi serba digitalisasi sistem canggih hubung cs wa tpi hsil isi link link muncul alangkah baik sistem manual,negative,1
mudah ubah faskes,positive,4
simple guna nya,positive,5
sampah kali ni aplikasi daftar nya sulit ngambil nomor otp nomor udah masuk ngabisin pulsa aja,negative,1
aplikasi butut buang anggar aja ga guna eror,negative,1
apk nya lot banget daftar online aja susah banget tolong benerin apk nya biar gak lot ujungujungnya gagal,negative,2
mudah simpel tdk ribet,positive,5
moga bantu masyarakat,positive,5
tolong baik server bpjsnyasering bgt susah loginaplikasi loading teruscaptcha loading koneksi normaludh pke wifi kalo senin pagi susah ampun aplikasi,negative,1
alhamdulillah bantu user friendly sekali heran yg kasih rating jelek masalah alhamdulillah aman aja pakai mudah,positive,5
keren josh sekalidah gitu ajaakun sdh verifikasi aja log out sendirigimana sih nggak sempurna,positive,5
ya login suruh daftar auto debitpas daftar layar hitamnggak logingimana solusi nya kecewa,negative,2
bagus bantu,positive,5
susah daftar mobile jkn ayah kontrol daftar aplikasi initolong mudah daftar,negative,5
daftar jkn ribet sih vermuk gagal nyusahin masyarakat apk nya,negative,1
welll,neutral,5
ga daftar kode otp sms ga masukmasuk coba ulang kali,negative,1
mobile jkn mudah pasien akses layan sehat,positive,5
kode verifikasi ga kirim ya nomor masukin udah bener udah kali coba tetep ga,negative,1
jaring baikbaik suka jkn bilang jaring masalah suka banget problem daftar faskes gagal daftar garagara jkn sih tindak sulit tanggal ulang admin rumah sakit ganti tanggal daftar dokter gampang penuh kuota daftar gagal daftar gigi jam h min bayang gimana,negative,1
mantep,positive,5
suruh passwor yg susah login biometrik hilang sendirinyabuat login ulang nunggu otp lambat,negative,1
non premi bayar,negative,1
ga daftar haduh,neutral,1
bagus banget bantu,positive,5
buset gua login gabiss nik daftar gilir cek daftar no hp pas lupa sandi nik daftar gimana konsepnyaharus gimana,negative,1
sehat genggam,positive,5
abis update nggk masuk reset password otp sms nya nggk nongol otp email nggk email daftar yg ganti ya tolong jelas kontrol sehat jalan,negative,3
knp max nik,neutral,3
login salah nik salah password mulucoba lupa password daftar no hp email sayapadahal pas daftar slalu pake no hp email hp ko beda,neutral,1
aplikasi guna daftar online ujung ujung nya ambil antri off line rumah sakit,negative,1
maaf kak admind knpa apgred gk masuk aplikasi baharu mohon bantu mind karna logind dngn akun mosok abis apgred persulid gimana sih mindknpa gk login mindsetelah pembahruansuruh masukin nikkpasword hadehh,negative,2
ngak login captca muncul mudah aplikasi nambah beban hidup orang bnyk,negative,1
susah ribet kaga kendala verifikasi no hp gabisa verifikasi email gabisa,negative,1
tolong developer akun tibatiba gak login faskes muncul teks login akun habis device tolong login ulang udah login pakai akun gk login pasword nik captcha gk login tolong baik,negative,1
mudah aplikasi mudah ganti faskes ambil nomer antri dll,positive,5
daftar eh gilir verifikasi wajah gagal,negative,4
bantu muda sukses salam sehat,positive,5
kesel,neutral,1
mudah aplikasi,positive,5
gara gara eror marah marah daftar antre log out ga daftar sms ga masuk masuk pusing,negative,1
capek akun mulu,negative,3
tiba logout susah login eror,neutral,1
apk bantu banget ribet dsn mudah paham,positive,5
sih aplikasi layan publik gk daftar akun susah bgt verifikasi nomor tpi kode nomor gk ad yg masuk mudah pas daftar utbk mah byk syarat,negative,1
kecewa dgn aplikasi knp gak pakai daftar online pdhl lancar,negative,3
tolol ga kode otp bolakbalik jam kgk,negative,1
verifikasi no telpon aja ga muncul sms nya niat aplikasi gausah publish manfaat perhati nyata guna aplikasi guna nya mudah pakai aplikasi nya duli parah nya maintenance dana anggar pakai ikhlas tanggung serius formalitas,negative,1
mudah senang,positive,5
keren,positive,5
tolong perbaikin daftar mobile jkn verifikasi wajah gagal kode otp masuk gak masuksaran pakai nik daftar mobile jkn nyaini aja mempersulitkasian gaftek lansia,negative,2
aplikasi sampah nomor hp sdh isi suruh ganti nomor hp kode otp tunggu ndk muncul aplikasi mudah bikin emosi login out dn suruh login ndk gunaaa,negative,1
ribet bgt obat buka aplikasi jkn atur ribet,negative,1
jelek kode verifikasi otp muncul pulsa nya,negative,1
jkn trouble komplain tdk,neutral,1
sulit mudah sulit adakan aps heran,neutral,1
goodjob amanah trus mobile jkn,positive,5
update gabisa login aneh apps,negative,1
obat ngga ambil antri klinik pakai mobile jkn sistem sehat mudah sulit,positive,2
banyak update login susah cekup,negative,1
aplikasi jkm ku gak buka muncul tulis abis root,neutral,3
tebantu bpjs,positive,5
aplikasi resmi pada,positive,1
sampaah daftarin orang sakit suruh verivikasi wajah biar apaaaa urgent sulit,negative,1
login nya susahcaptcha susah,neutral,1
okeeee,neutral,5
aplikasi tolol orang butuh logout udh masuk suruh skrining fak,negative,1
ganggu mulu sihsusah login,neutral,1
rekam wajah,neutral,2
upgrade kali pas masuk ikon captcha loading kah,neutral,1
daftar antri rujuk online gagal sesuai tgl yg,negative,5
kalo orang login suruh login udah login log out otomatis suruh login emang rada ni jkn,negative,1
sistem peripikasi muka nya erorrrr daftar susahhhh,negative,1
bantu sehat,positive,5
layan baikbagus muas,positive,5
aplikasi,negative,1
terimakasih sangant bantu,positive,5
mantaapp,neutral,5
bantu dg bpjs sehat,positive,5
aplikasi buka solusi,negative,1
aplikasi cepat mudah serta jkn pokok mantap,positive,5
bagus susah,positive,5
sesuai,neutral,5
kembang,positive,5
minta proses silah coba udah bulan nyoba ganti faskes adu layan jkn ttp iur tahun ga baik app,negative,1
aplikasi ga login salah logout,negative,1
mantap nyoo,positive,5
suruh login trs gak,neutral,1
aplikasi busuk updet login sulit udah klik lupa sandi kode jam gak kirim obat sulit keburu sakit mati,negative,1
bpjs sehat mantap,positive,5
ubah data serta dokter dekat mudah bekeeja pagi pulang sore obat uange ndilalahe sore periksanyasekeluarga al hamdulillah fleksibel bantu terimakasih masyaallah moga bpjs jaga allah senantiasa bantu rakyat indonesia segi sehat aamiin,positive,5
orng aplikasi mepermudah tpi susah masyarakat dri pgi tdi nyoba trs tpi kode otp ny ga masuk jngn bilang sinyalga ad kuota ya mohon tindak lanjut,negative,1
lot aplikasi,negative,3
otp susah nya ampun detik tunggu sampe sms masukparaahhh,negative,1
minggu gak buka aplikasi log in hadeee,negative,3
oksekali,neutral,5
moga,positive,5
memusskan,neutral,5
kesini obat susah masukin kode otp ga kirim nomor,negative,2
ambil no antri antri batal dadak tahu tidk pemberitahuan batal udah kali susah pergi kontrol dokter tolong baik perhati aplikasi mudah tp susah ribet,negative,1
pas ubah data verifikasi wajah aplikasi,neutral,4
coba serta ganti dr faskes,neutral,5
aplikaai sulit guna kali login sulit capcha pasword salah nik aplikasi yg mudah tp klo aplikasi mesti login,negative,2
membantutidak kantor ubah datasemoga maju,positive,5
ganti faskes ribet biometri foto selfie anak balita ngerti susah sih bikin ribet,negative,1
suruh login trus,neutral,1
alhamdulillah aplikasi bantu,positive,5
lengkap,positive,5
kode sms gak masuk pulsa udah abis hadeh,neutral,1
aplikasi gak sih daftar aja stag verifikasi otp ulang kali kirim ulang kode gak kode masuk niat bikin aplikasi biar cair anggar,negative,1
alhamdulillah ubah data mudah,positive,5
sangking hebat nyahari tdk obat jaring,neutral,2
ya bantu,positive,5
bpjs sehat bagus tolong tolong,positive,5
nge bug muluuuuuuuuuulagi butuh ngk dipake tolong baik,negative,1
apa layan perintah sulit sulit,negative,1
eror mulu internet nyala nik bener sandi bener pake lupa sandi erar eror mulu apa,negative,1
alami kunci smua buka susah daftr dn masuk dah cobapd kunci smua,negative,3
aplikasi kek kont,negative,1
terimakasi penyelenggarakarna aplikasi bantu,positive,5
aplikasi mobile jkn mmbantu perlu pribadi keluarga,positive,5
bantu ganti lokasi fakses pindah kota,positive,5
buruklemot akses app nyamuncul notif periksa koneksi internet andasudah full sinyal wifitapi emang dasar lemottt bandwith app nya iur trilun an masak ga beli bandwith,negative,1
perintah konoha jago urus validasi contoh aplikasi jalan masyarakat gak solusi hikmah kode otp gk kirim dll,negative,1
buruk kode otp,negative,1
kenpa kode otp sms pedftar susah masuk masuk mudah sulit niat batu ngak pulsa sudh bnyk ajah ngk kluar kode otp nya,negative,1
bantu daftar antri,positive,5
aplikasi bantu karna mudah akses,positive,5
sulit org tua yg sebatangkara,negative,5
aplikasi stressssss captcha lu error gimana orang sakit serba ngantri mobile jkn aplikasi nya sampahhhhhh benerin aplikasi lu bpjssss gua bayar,negative,1
bantu informasi sehat mudah layan sehat,positive,5
kode verifikasi no hp masuk nya udah coba berkalikali aja ga masuk,negative,1
top apk,positive,5
catcha nya loading sampe menit ga login grgr nungguin,neutral,1
mantap aplikasi update,positive,5
error baik,negative,1
aplikasi gajelas susah banget masuk error,negative,1
mudah bpjs,positive,5
klo bikin aplikasi kanan langsung d suruh senyum kedip jeda gimana klo orang tua yg rabun gak lihat tulis arah pikir detail tuh klo bikin aplikasi susah aplikasi ayo bpjs solusi paksa masyarakat pake aplikasi gak kayak gin,negative,1
bpjs sehat lubuk pakam,positive,5
aplikasi gak jelassetiap baru suruh login lgmempersulit masyarakat,negative,1
ribet program panggil bbrp kali program lelet skrng antri gak bs screen shot kdg faskes enak aja mrk tukar mnghapus antri ditunjukkam gak buktiini sengaja yah bpjs,negative,1
apk gajelassusah bgt logindaritadi login susah bgt trus berandagabisa pence,negative,1
wajib daftar tpi aplikasi aj cacat bgni aplikasi prototipe pake daftar regis aja susah bgt,negative,1
sulit login,negative,1
artikel akurat,positive,5
alhamdulillah terimakasih aplikasi jkn mobile bantu layan sehat,positive,5
ga baik muter ga jelasmau cek in aja coba coba,negative,2
aplikasi bantu baik,positive,5
aplikasi perintah gak bener lemoootttttt,negative,1
bantu sehat,positive,5
mudah cepat ubah data,positive,5
rekomendasi,positive,5
update tibatiba gimana sih,negative,2
masuk akun verifikasi no telpon,neutral,1
membantudan mudah guna apk,positive,5
knp y aplikasi ni jarang d buka trus hrus login knp otomatis login password y kk org suka lupa no passwordtolong d baik otomatis,negative,5
aplikasi kalo daftar aja gabisa data valid it nya ngapain kerja kah kalo bintang kasih udah bintang,negative,1
ganggu akses,neutral,1
canggih,positive,5
mobile jkn ribet verivikasi muka udah kaya pinjam online mending balikin daftar mobile jkn nya verivikasi muka gagal mulu,negative,2
log in ganti nomer hp nomer hp udah hangus verifikasi gak pakai nomer hp nomer hp gak buruk aplikasi mudah susah,negative,1
gampang praktis,positive,5
aplikasi update ribet lieur ubah versi baru buka mudah sulit yg mudah aja bikin aplikasi biar urus mudah terima kasih,negative,1
fitur guna tingkat akun kepala keluarga akses riwayat layan akses fitur anggota keluarga,positive,5
susah masuk,neutral,1
aplikasi error log in captcha nya terbukaloading terussssssssss piye toch le ngopi ya,negative,1
aplikasi ribet gak buka mobile banking aja mudah urus duit aplikasi sehat aja ribetnya gak ketulungan,negative,1
aplk nya mudah bagus,positive,5
dg apk mobile jkn jd mempermudahsalam keluarga sehat hatur nuhun,positive,5
aplikasi aneh verifikasi email sessionnya langsung out pas dipake buka gmail situ bikin aplikasi nggak,negative,1
aplikasi buat lokal suka nyusahin guna sihudh daftar logoutmau masuk lg pake nomer wa gk,negative,1
bug pencet gabisaa,negative,1
mantap layan,positive,5
eror skrg apps nya kacauu gk bs login notif nya offline sinyal data full ngebut,negative,1
daftar akunverifikasi biometrik aja susah ribet status nya offline coba kali kali ttp ajapadahal jaring gapk perintah emang gk yg bener,negative,1
aplikasi niat bantu masyarakat aplikasi ecekecek nampak kerja iyasihmasak otp gak masuk masuk aneh ni emang aplikasi nya,negative,1
aplikasi bikin emosi daftar online aja offline eror terus,negative,1
kode otp nya mana tetangga belah kiri kanan ni mudah,negative,1
pelayananya bagus tugas loket banget bantu detail aktif bpjs good job,positive,5
ngapa make logout sih lupa password,negative,3
tolong baik sistem aplikasi bobrok baik komplain aplikasi logout biar capek bolak login sandi salah mulu yg alhasil ganti sandi bulan iya kalo kirim kode verifikasi kode verifikasi aja kaya adil indonesia,negative,1
jelek baik jaring captcha nya susah masuk,negative,1
aplikasi aneh udah x nunggu mobile verifikasi bener napa orang konsul,negative,1
rumit,negative,5
nomor antri tibatiba batal otomatis,negative,4
memaksukan data lengkap pas ambil antre muncul daftar nomor rujuk nomor antre ya,negative,1
aplikasi payah sistem payah server payah akun suruh registrasi hasil registrasi bilang daftar,negative,1
gimana no yg daftar mobile jkn bilang sesuai ribet lupa sandi,negative,1
serta pas isi data kk ngga klik tolong diperbaikiii,negative,3
aplikasi klik lupa password no hp aktif email aktifaplikasi nya baik layan nya,neutral,1
smooth application,neutral,5
singkatpadatakurat percaya,positive,5
sistem kesini gak ngecek status bayar gak bisabisa bayar sistem error alhasil,negative,1
aplikasi login kembaligiliran login udah pke pw yg sesuaieh mobile jkn ny salahjdi hrus verifikasi,negative,1
aplikasi kasi yg mudah tunjang listrik,positive,5
mudah gerat mantap,positive,5
verifikasi wajah berkalikali kali gak gak ngerti anjir capek tolong mudah verifikasi wajah capek madap kanan kiri senyum gak verifikasi,negative,1
aplikasi daftar utk rujuk gak buka gak banget aplikasi mudah daftar biar dpet nomor yg,negative,1
terimakasih bpjs,positive,5
bantu mobile jki administrasi,positive,3
proses cepat,positive,5
bantu obat,positive,5
gajelas gak daftar jam malam sore,negative,1
bantu ubah faskes mudah walauoun tunggu perubahaannya awal rubah faskes silah jauj ya guys,positive,5
ojo ruwet sakit angel,neutral,5
dongok susah aja yg magang bener,negative,1
dikit rujuakan ribet banget,negative,4
mantabs bantu,positive,5
aplikasi perintah kaya gin aja kendala captca ngga,negative,1
kadamg ubah kadamg lwmott aneeehh,neutral,4
pas sya ambil antri online gak data rt rw nya hilang,negative,3
bantu terimakasih jkn mobile,positive,5
kren sih aplikasi mantap,positive,5
ko ratingnya apk bobrok gin ga daftar langsung h emang kalo sakit rencana h,negative,1
tahun pindah faskeskarena pindah alamatternyata mobilejknsangat mudah,neutral,5
parah daftar masukin nomor hp nungguin kode opt ga nonggol cape nunggunya,negative,2
mantap mudah cek data,positive,5
ya aplikasi perintah tuh gin ya tuhannn antri obat tibatiba aplikasi buka update aplikasi pagi berangkat rs buka nyusahin njir,negative,2
bug nya tolong baik ubah alamat email gabisa,negative,1
update nik sesuai ktp gak loginkatanya nik,negative,2
alhamdulillah mudah bpjs lupa nomer hp bantu tolong mudah kasi lansia rumit pikir,positive,5
gooodd manthap,neutral,5
aplikasi tolol data sesui tetep salah,neutral,4
pindah faskes gampang,positive,5
jkn mudah utk obat,positive,5
oke,positive,5
apk nya mudah layan daftar online dll nya ribet thx,positive,5
maaf tek kasih bintang tiba data hilangmau masuk d suruh login dldah login tetep ngga bsnik slh pasword slhpdhl ngga prnh ubah verivikasi sms ato email jg ngga bisabukane mudah mlh mempersulitsekarang buka aplikasi mlh ngga bskaya error gitu,negative,1
aplikasi suka logout rdt,negative,2
skrg tanggal feb rubah faskes periksa pindah tgl maret,positive,2
mantap ubah faskes cepat mudah terimakasih mobile jkn,positive,5
mantap,positive,5
aplikasi lelet,negative,1
tolong baik aplikasi login gak login terang nik daftar input nomor telf terang nomor pakai akun,negative,1
bagus respon nya,positive,5
layan bagus,positive,5
server lot restart modem solusi becandaan ya asli mah emang lot servernya,negative,1
terima kasih tingkat kerja terima kasih,positive,5
aplikasi ampas,negative,1
daftar ribet nggak otp bayarmakin nggak jelassering ganggu sampah,negative,1
pulsa sayang baik,positive,1
pas dibutuhkantiap masuk login login melulu,neutral,2
proses layan mudah,positive,5
offline mulu,neutral,1
apk nya bagus ges,positive,5
pisah kk nama istri anak aplikasi ngak bikin repot aja aman aja obat bawa ktp kk,neutral,1
buka apl jkn suruh login udah tulis tombol masuk gag tekan knp jkn,negative,1
payah nggak akses,negative,1
good apk,positive,5
kode otp nya ga muncull ajh mempersulittt mahh orang butuhhh,neutral,1
otp gak masuk,negative,1
susah loginnya,negative,1
alhamdulillah semenjak apk yg milik jkn no antriknpa sakit akun jkn knpa damping pasien tdak ambil antre akun jkn orng jdi ribet,negative,1
gak yaa normaltp pas buka layar hitam gak sentuhpas sentuh jg gak bisamasih aplikasi tp hitam total,negative,3
mantap keren,positive,5
fitur nya kunci buka applnya kayak orang asing susah,negative,5
apk sampah btt udah ampe kli sruh krm kod otp no udah bnar jrgn udh pling bgs tpi ttp aj g ad kod yg krim apsi apk g jls btt kntor bpjs bru bsa krim kod otpny haa bintang hrusnya gk ush nambah fitur g jls klo emg krim kod otp aj susah sulit masyarakat,negative,1
layan ok tugas bpjs nya,positive,4
mudah obat lupa bawa kartu,positive,5
aplikasi lot aplikasi log out ga login kirim kode otp via sms ga sms masuk samsek kirim kode otp via email email daftar login pake email suruh pake aplikasi aplikasi busuk banget butuh aplikasi eror urgent gimana,negative,1
tolong baik servernya,negative,4
mantap mudah,positive,5
trumakasih,neutral,5
mohon baik aplikasi nya daftar antri muncul baik nomor hp ubah masuk no hp verifikasi muncul tulis pilih metode verifikasi pilih munculmohon baik,neutral,1
lot erorterustolong baik cek in cepat,negative,3
baik aplikasi bug surat rujuk surat rujuk aplikasi daftar online tolong cepat baik,negative,1
aplikasi busuk berat nyusahin eror,negative,1
abis update tolol,negative,1
terima kasih jkndg aplikasi mudah,positive,5
sumpah ya gimana obat daftar antri bilang nomor handphone suruh isi ubah data masuk nomor telepon verifikasi lucu klik verifikasi blank ngga pilih apa ngga check in faskes yg tuju pulsa udah sampe telfon nomor nya daftar ya apk daftar antri ketemu,negative,1
banget log out sendiribikin ribet,neutral,2
aplikasi jkn mudah ubah data terima kasihhh,positive,5
fitur lengkap mudah,positive,5
kak udh lunasin tagih apk msih ya tagih gimana,neutral,2
satpam nya oke lincah cepat tanggap,positive,5
verifikasi gagal nambah susah aja,negative,1
bantu terimakasih,positive,4
kerenmembantu simpel,positive,5
terima kasih aplikasi mobile jkn bantu,positive,5
harap update rujuk cepat,positive,4
baru tiba logout gagal login kali,negative,1
aplikasi trouble daftar silah coba g njiiirrr,negative,2
tuk finefine aj,neutral,5
moga yg korup bikin atur mempersulittttt masyarakat dapet azab kubur,positive,1
bagussssangat batu,positive,5
praktis mudah,positive,5
bagus mudah akses layan hati,positive,5
terbangtu nya mobil jkn,positive,5
mantap susah daftar nya,positive,5
tiba logout pas login lupa sandi nunggu kode otp email email daftar lewas sms pesan masuk kode otp gimana aplikasi bantu,negative,4
updatenya buruk tim aplikasi mohon tinjau,negative,1
moga allah kah aamiin,positive,5
moga manfaat mudah masyarakat,positive,5
terimalasih mudah jkn,positive,5
bantu pendapataran dg mudah,positive,5
progressnya jd,neutral,5
harap performa tambah menu daftar anggota,positive,4
aplikasi nya lumayan bagus,positive,5
aplikasi mobile jkn akses dihp baru aplikasi,negative,4
pas verifikasi no hp kode otp ny gak masuk kendala sinyalpas coba sms no yg masuktapi gilir coba trus nerima otp gak bisa tolong baik kelas aplikasi perintah aja kayak gin gak beda registrasi online offline makan lamatapi ya gimanapun pikir kritik kali gak ubah,negative,1
login klik aplikasi aja langsung forced close hadeh,negative,1
buat aplikasi mobile jkn otak maksimal jkn warga tengah bawah hp nya versi coba deh dipikirin obat aja pakai jkn upgrade hp versi baru fitur minim fungsi bikin versi rendah relate guna banyak,negative,3
gimana daftar auto debit kode verifikasi ga muncul muncul kode apk muncul,negative,3
banget masuk ulang ribet simpan data mohon mudah masyrakat melek teknologi,neutral,1
aplikasi mudah rubah data serta alamat email no tlp,positive,4
gak guna,negative,1
aplikasi jelek gabisa akses,negative,1
muda bantu,positive,1
aja nginstall gak buka bug gitu,negative,1
aplikasi plat merah tebak kualitas bayar iur layan yg otp kirim ngebug suruh kirim otp makan pulsa nunggu jeda kirim andal,negative,1
guna daftar tpi gk bsa trus prmohonan blm d proses trus coba lgi msih gk bsa,negative,1
baca gak konek internet aplikasi internetan programmer nya amatir,neutral,1
mudah aplikasi jkn,positive,5
joss mantab,positive,5
layan ramah,positive,5
moga data dgn yg instansi layan,positive,5
log out masuk aplikasi terang ubah pin kala muncul instruksi box putih capek bgt pas butuh nya daftar kembaliin bintang nya kalo udah baik,negative,1
bantu,positive,5
lambat aplikasi buka servernya down nih,negative,3
aplikasi nggak fungsi bikin aplikasi bagus anggar makan,negative,1
aplikasi susah bener verifikasi nya,negative,1
burukseperti pelayanansemakin kecewa sekalikode verifikasi kirim puluh kali verifikasi via sedia,negative,1
asli sulit bangat donload yah teman teman,negative,1
login susah bgt nik salah capca salah udah sesuai,negative,1
nggak beres aplikasi nggak kali login itu kadang kadang data aja ku isi sontoloyo,neutral,1
aplikasi perhati awat ya aplikasi milik perintah beda aplikasi swasta masuk aja susah nya ampun logout masuk susah banget hari ga masuk masuk logout kesel kesel,negative,1
baik bantu,positive,5
update aplikasi simpan penuh,negative,5
otp daftar nya nggak scan muka,negative,1
habis sabar nunggu kode otp sistem lambat tolong perhati cepat,negative,1
aplikasi jkn sya gak repotrepot daftar pagi aplikasi jkn sja daftar sung faskes yg obat terimakasih sukses slalu,positive,5
sempurna,positive,5
ampas stuck otp doang anj,negative,1
daftar layan gabisaaaaa gagal mulu suruh coba ulang trs,negative,1
cepat mudah,positive,5
aplikasi logout mudah susah,negative,1
mudah manfaat yg tdk erti,positive,5
aplikasi nya bantu,positive,5
aplikasi keren,positive,5
daftar antri online tulis something when wrong f,neutral,1
mudah bantu,positive,5
bantu emng mantap jkn mobileterima kasih,positive,5
tambah serta yg daftar kk,positive,4
heran aplikasi jkn jaring bagus pemberitahuan offline jaring aplikasi lancar kali hapus download ubah,neutral,1
ambil nomer antri gagalmohon baik kasih bintang,positive,1
toppp,neutral,5
,neutral,5
apk sampah,negative,1
tolong mudah masuk nomor bpjs,positive,4
minor bug oke,positive,4
mudah gun aplikasi,positive,5
cepat,positive,5
aplikasi yg buruk udah x ga dapet notif,negative,1
gk logineror kesel bgt aplikasi ganggu emang eror sh,negative,1
tolol susah banget verifikasi wajah,neutral,1
